id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
268017,Rental unit in Barcelona · ★4.55 · 3 bedrooms · 3 beds · 2 baths,1405013,Midtown,Eixample,la Dreta de l'Eixample,41.39268,2.17214,Entire home/apt,114,2,54,2023-12-09,0.38,11,186,28,HUTB-004071
268022,Rental unit in Barcelona · ★4.65 · 3 bedrooms · 3 beds · 2 baths,1405013,Midtown,Eixample,la Dreta de l'Eixample,41.39184,2.17146,Entire home/apt,118,2,103,2023-11-27,1.22,11,185,45,HUTB-004072
269467,Loft in Barcelona · ★4.71 · 1 bedroom · 1 bed · 1 bath,1411775,Jeremies,Eixample,la Sagrada Família,41.40181,2.1761,Entire home/apt,114,7,78,2023-09-24,1.08,2,358,11,HUTB-001129
138055,Rental unit in Barcelona · ★4.50 · 3 bedrooms · 6 beds · 2 baths,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,258,2,118,2023-11-01,0.78,19,52,9,HUTB000329
147275,Rental unit in Barcelona · ★4.25 · 1 bedroom · 1 bed · 1 shared bath,711907,Antuan,Horta-Guinardó,el Guinardó,41.42337,2.1749,Private room,18,31,130,2023-08-10,1.24,1,313,4,Exempt
154437,Rental unit in Barcelona · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,474355,Annais,Eixample,l'Antiga Esquerra de l'Eixample,41.39202,2.15101,Private room,32,31,95,2023-03-13,0.63,1,0,1,Exempt
162091,Rental unit in Barcelona · ★4.51 · 3 bedrooms · 5 beds · 2 baths,567180,Sandra,Eixample,la Sagrada Família,41.4064,2.17449,Entire home/apt,239,2,67,2023-11-12,0.47,19,0,10,HUTB000326
272282,Rental unit in Barcelona · ★4.93 · 3 bedrooms · 6 beds · 2 baths,1425070,Mar,Eixample,l'Antiga Esquerra de l'Eixample,41.38347,2.15802,Entire home/apt,461,4,404,2023-11-20,2.90,1,0,41,HUTB003208
164456,Condo in Barcelona · ★4.75 · 2 bedrooms · 2 beds · 1 private bath,784341,Paola,Ciutat Vella,el Barri Gòtic,41.3826164,2.173318,Private room,81,6,120,2023-11-21,0.81,1,108,10,Exempt
171646,Rental unit in Barcelona · ★4.82 · 2 bedrooms · 2 beds · 1 bath,400154,Mireia,Sant Martí,el Clot,41.40671,2.18592,Entire home/apt,158,3,89,2023-11-07,0.69,9,98,25,HUTB-004663
171816,Rental unit in Barcelona · ★4.73 · 2 bedrooms · 3 beds · 1 bath,400154,Mireia,Sant Martí,el Clot,41.40681,2.18553,Entire home/apt,158,3,56,2023-11-05,0.86,9,24,29,HUTB-004664
174382,Rental unit in Barcelona · ★4.41 · 3 bedrooms · 5 beds · 1.5 baths,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.17455,Entire home/apt,239,2,26,2023-11-12,0.26,19,0,9,HUTB000327
177502,Rental unit in Barcelona · ★4.75 · 1 bedroom · 2 beds · 1 shared bath,848995,Pedro,Eixample,la Dreta de l'Eixample,41.39196,2.16856,Private room,26,6,28,2023-11-23,1.97,2,63,27,Exempt
273229,Rental unit in Barcelona · ★4.63 · 1 bedroom · 1 bed · 1 bath,1429552,Marta,Eixample,Sant Antoni,41.3778,2.1582,Entire home/apt,130,7,166,2023-10-07,1.18,1,261,16,HUTB-004121
273932,Rental unit in Barcelona · ★4.69 · 2 bedrooms · 2 beds · 2 baths,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3895,2.15769,Entire home/apt,120,3,265,2023-11-17,1.84,40,325,41,HUTB-004184
188267,Rental unit in Barcelona · ★4.69 · 3 bedrooms · 4 beds · 2 baths,366654,Watermelon Barcelona Apartments,Eixample,la Dreta de l'Eixample,41.39258,2.17692,Entire home/apt,276,3,113,2023-11-10,0.76,4,53,16,hutb-005119
190348,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,919480,Elisa,Les Corts,Pedralbes,41.38893,2.12443,Private room,,7,1,2016-06-09,0.01,1,0,0,
196021,Rental unit in Barcelona · ★4.94 · 4 bedrooms · 5 beds · 4 baths,953719,Julia,Eixample,l'Antiga Esquerra de l'Eixample,41.38842,2.16108,Entire home/apt,344,3,391,2023-12-04,2.63,1,0,58,HUTB-506707
274156,Rental unit in Barcelona · 2 bedrooms · 5 beds · 1 bath,1447144,Acomodis Apartments,Sants-Montjuïc,el Poble Sec,41.37314,2.16789,Entire home/apt,100,1,2,2022-10-03,0.01,174,365,0,
274221,Rental unit in Barcelona · ★4.18 · 2 bedrooms · 5 beds · 1 bath,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.37938,2.18111,Entire home/apt,90,1,13,2015-05-16,0.09,174,365,0,
275336,Condo in Barcelona · ★4.67 · 3 bedrooms · 4 beds · 2 baths,1435464,Jaume,Eixample,la Nova Esquerra de l'Eixample,41.38306672940918,2.1551754500947617,Entire home/apt,140,1,132,2023-10-23,0.96,17,305,21,HUTB-012040
275346,Condo in Barcelona · ★4.76 · 3 bedrooms · 6 beds · 2 baths,1435464,Jaume,Sarrià-Sant Gervasi,Sarrià,41.39175721131073,2.125056260360505,Entire home/apt,195,1,77,2023-08-27,0.55,17,282,13,HUTB-012910
275350,Serviced apartment in Barcelona · ★4.56 · 3 bedrooms · 4 beds · 2 baths,1435464,Jaume,Ciutat Vella,el Raval,41.38099,2.17213,Entire home/apt,146,1,54,2023-11-03,0.45,17,136,3,
196196,Rental unit in Barcelona · ★4.46 · 4 bedrooms · 7 beds · 2 baths,567180,Sandra,Eixample,la Sagrada Família,41.4066,2.17459,Entire home/apt,239,2,133,2023-11-19,0.89,19,19,21,HUTB-000325
197267,Rental unit in Barcelona · ★4.52 · 1 bedroom · 2 beds · 1 bath,632830,"M Angeles, Federico",Gràcia,la Vila de Gràcia,41.40661,2.15115,Entire home/apt,41,31,359,2023-10-29,2.46,2,21,6,HUTB01295238
276324,Rental unit in Barcelona · ★4.39 · 2 bedrooms · 4 beds · 1 bath,1443815,Francisca,Gràcia,la Vila de Gràcia,41.40292,2.16069,Entire home/apt,144,7,92,2023-10-31,0.65,1,0,21,HUTB-780374
276527,Rental unit in Barcelona · ★4.58 · 2 bedrooms · 5 beds · 1 bath,1444707,Jesus,Gràcia,el Coll,41.42042,2.148,Entire home/apt,87,3,555,2023-12-04,3.85,2,331,70,HUTB - 004405
432482,Rental unit in Barcelona · ★4.83 · 2 bedrooms · 4 beds · 1.5 baths,898600,Andre,Eixample,la Dreta de l'Eixample,41.39144,2.16128,Entire home/apt,154,1,390,2023-12-03,2.79,2,0,65,HUTB-005602
283231,Rental unit in Barcelona · ★4.93 · 1 bedroom · 2 beds · 1 bath,1475411,Francesco,Sant Martí,el Parc i la Llacuna del Poblenou,41.39086,2.18803,Entire home/apt,120,7,308,2023-12-03,2.14,1,236,23,HUTB-005731
288034,Rental unit in Barcelona · ★4.65 · 1 bedroom · 2 beds · 1 bath,1447144,Acomodis Apartments,Eixample,la Nova Esquerra de l'Eixample,41.38839,2.15019,Entire home/apt,120,30,19,2019-10-31,0.13,174,360,0,
290535,Rental unit in Barcelona · ★4.86 · 3 bedrooms · 4 beds · 1 bath,1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38493,2.1809,Entire home/apt,180,31,7,2023-07-27,0.05,174,365,2,
291160,Rental unit in Barcelona · ★4.88 · 2 bedrooms · 5 beds · 2 baths,1447144,Acomodis Apartments,Sant Martí,la Vila Olímpica del Poblenou,41.39383,2.19813,Entire home/apt,190,32,8,2013-10-26,0.06,174,365,0,
437886,Rental unit in Barcelona · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,2004002,Xabier,Eixample,la Dreta de l'Eixample,41.39202,2.17246,Private room,37,31,280,2023-11-11,1.99,2,111,6,
438102,Rental unit in Barcelona · ★4.80 · 1 bedroom · 1 bed · 2 baths,2176121,Rosa María,Eixample,el Fort Pienc,41.39829,2.1812,Private room,45,31,116,2019-11-30,0.82,2,172,0,
439057,Rental unit in Barcelona · ★4.63 · 2 bedrooms · 3 beds · 2 baths,2181314,Javier,Gràcia,la Vila de Gràcia,41.40002,2.1579,Entire home/apt,132,2,347,2023-12-12,2.48,1,174,33,HUTB012497
443110,Serviced apartment in Barcelona · ★4.62 · 2 bedrooms · 2 beds · 1 bath,2201772,Dmitry,Eixample,l'Antiga Esquerra de l'Eixample,41.38921,2.15195,Entire home/apt,249,1,48,2022-11-25,0.34,7,343,0,0168028-0
443222,Rental unit in Barcelona · ★4.66 · 2 bedrooms · 3 beds · 1 bath,2202284,Johanna,Eixample,la Sagrada Família,41.40998,2.17553,Entire home/apt,113,4,176,2023-11-24,1.26,21,0,29,HUTB-002983
443909,Rental unit in Barcelona · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,2204578,Francesca,Ciutat Vella,el Barri Gòtic,41.37733,2.17651,Private room,28,31,358,2023-11-30,2.61,1,44,25,
449854,Rental unit in Barcelona · ★4.71 · 1 bedroom · 2 beds · 1 bath,1267680,Victor,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38734,2.18018,Entire home/apt,109,4,215,2023-11-27,1.53,6,147,28,HUTB-002370
295200,Loft in Barcelona · ★4.69 · 1 bedroom · 2 beds · 1 bath,612665,Oscar,Gràcia,la Vila de Gràcia,41.40697,2.16106,Entire home/apt,134,3,246,2023-11-20,1.70,4,209,36,HUTB-012627
449999,Rental unit in Barcelona · ★4.62 · 2 bedrooms · 3 beds · 1 bath,1267680,Victor,Eixample,la Dreta de l'Eixample,41.38946,2.17593,Entire home/apt,178,4,86,2023-11-27,0.62,6,359,4,HUTB-004205
451758,Loft in Barcelona · ★4.78 · 1 bedroom · 2 beds · 1 bath,1267680,Victor,Ciutat Vella,el Raval,41.38139,2.16692,Entire home/apt,117,4,197,2023-11-26,1.41,6,0,35,HUTB-003091
315769,Rental unit in Barcelona · ★4.89 · 2 bedrooms · 3 beds · 1 bath,1994100,Marcello,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40466,2.17147,Entire home/apt,100,3,45,2023-11-27,0.31,3,0,12,HUTB-011450
456333,Rental unit in Barcelona · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,2268672,Bruna,Eixample,el Fort Pienc,41.39937,2.17599,Private room,,1,41,2017-11-01,0.29,1,0,0,
462062,Condo in Barcelona  · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,16569867,Lola,Eixample,la Nova Esquerra de l'Eixample,41.37850578093848,2.1517925726746037,Private room,61,3,153,2023-10-26,1.35,2,18,17,
320506,Rental unit in Barcelona · ★4.74 · 1 bedroom · 1 bed · 1 bath,1642180,The Loft,Sants-Montjuïc,el Poble Sec,41.37195,2.16936,Entire home/apt,105,4,69,2023-11-14,0.48,1,98,14,hutb-004655
468912,Rental unit in Barcelona · ★4.75 · 1 bedroom · 1 bed · 2 baths,1923383,Kenneth,Gràcia,la Vila de Gràcia,41.39605,2.1563,Private room,44,2,129,2023-01-14,1.62,1,213,1,
469157,Rental unit in Barcelona · ★4.38 · 2 bedrooms · 3 beds · 2 baths,340570,Audun,Ciutat Vella,el Barri Gòtic,41.38046,2.17822,Entire home/apt,150,31,34,2023-11-05,0.24,2,333,5,
469177,Rental unit in Barcelona · ★4.53 · 4 bedrooms · 4 beds · 2 baths,1432835,Angel,Sants-Montjuïc,el Poble Sec,41.37501,2.16009,Entire home/apt,129,3,285,2023-11-19,2.06,40,0,37,Hutb-002619
469710,Loft in Barcelona · ★4.69 · 1 bedroom · 2 beds · 1 bath,1995385,Ana,Eixample,la Dreta de l'Eixample,41.396084,2.168906,Entire home/apt,108,2,148,2023-11-12,1.05,3,65,32,HUTB-000381
323854,Rental unit in Barcelona · ★4.56 · 1 bedroom · 2 beds · 1 bath,1657312,Alberto,Eixample,la Sagrada Família,41.40843,2.17494,Private room,,1,21,2014-07-29,0.15,1,0,0,
472062,Rental unit in Barcelona · ★4.87 · 2 bedrooms · 3 beds · 1 bath,2337603,Rosa,Gràcia,la Vila de Gràcia,41.39822,2.16081,Entire home/apt,161,3,83,2023-12-03,0.86,4,68,26,HUTB-213958
473395,Rental unit in Barcelona · ★4.84 · 2 bedrooms · 3 beds · 2 baths,2337603,Rosa,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39871,2.15292,Entire home/apt,159,3,69,2023-08-31,0.65,4,340,6,HUTB-368708
473459,Rental unit in Barcelona · ★4.91 · 2 bedrooms · 3 beds · 2 baths,2337603,Rosa,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39851,2.15304,Entire home/apt,207,3,68,2023-11-18,0.72,4,147,22,HUTB-025983
477256,Rental unit in Barcelona · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,2365702,David,Sant Martí,el Parc i la Llacuna del Poblenou,41.40248,2.19668,Private room,40,1,279,2023-11-27,1.99,2,349,30,
330723,Rental unit in Barcelona · ★4.54 · 1 bedroom · 1 bed · 2 baths,1687383,JuanMi,Ciutat Vella,el Raval,41.37571,2.17118,Private room,21,31,52,2021-12-19,0.37,2,336,0,
480975,Loft in Barcelona · 1 bedroom · 2 beds · 1 bath,2272146,Javi,Sants-Montjuïc,el Poble Sec,41.37227,2.16574,Private room,,1,0,,,1,0,0,
481739,Rental unit in Barcelona · ★4.65 · 1 bedroom · 2 beds · 1 bath,2320210,"Ale, Maria & Arthur",Eixample,la Dreta de l'Eixample,41.39776,2.16499,Entire home/apt,117,1,86,2023-12-01,0.98,46,98,27,HUTB-001080
482801,Rental unit in Barcelona · ★4.65 · 1 bedroom · 1 bed · 1 shared bath,2143907,Daniel,Sants-Montjuïc,Sants,41.37349,2.13213,Private room,25,31,30,2023-11-05,0.21,3,70,3,
485222,Rental unit in Barcelona · ★4.84 · 3 bedrooms · 2 beds · 1 shared bath,2143907,Daniel,Sants-Montjuïc,Sants - Badal,41.37811,2.12804,Private room,22,31,27,2019-11-14,0.19,3,90,0,
330745,Rental unit in Barcelona · ★4.62 · 2 bedrooms · 2 beds · 2 baths,768692,Robert,Sant Martí,la Vila Olímpica del Poblenou,41.38777,2.19601,Entire home/apt,220,31,17,2015-06-22,0.12,1,331,0,
487233,Rental unit in Barcelona · ★4.96 · 1 bedroom · 1 bed · 1 bath,6907539,Jud,Sants-Montjuïc,el Poble Sec,41.37243,2.16542,Entire home/apt,137,5,267,2023-12-03,1.94,17,0,48,HUTB-009667
330766,Rental unit in Barcelona · ★4.87 · 1 bedroom · 3 beds · 1.5 baths,1687524,Virginia,Eixample,la Dreta de l'Eixample,41.39076,2.17503,Entire home/apt,132,3,239,2023-12-05,1.69,2,69,38,HUTB-003905
490517,Rental unit in Barcelona · ★4.22 · 2 bedrooms · 3 beds · 1 bath,2320210,"Ale, Maria & Arthur",Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40385,2.1691,Entire home/apt,155,1,73,2023-11-07,0.80,46,50,24,HUTB-003522
490803,Rental unit in Barcelona · ★4.41 · 2 bedrooms · 4 beds · 1.5 baths,2320210,"Ale, Maria & Arthur",Eixample,la Sagrada Família,41.40347,2.17157,Entire home/apt,139,1,145,2023-11-12,1.33,46,103,28,HUTB-002111
493122,Rental unit in Barcelona · ★4.59 · 1 bedroom · 1 bed · 2 baths,2365702,David,Sant Martí,el Parc i la Llacuna del Poblenou,41.4016,2.19424,Private room,45,5,277,2023-11-29,1.97,2,323,30,
494834,Rental unit in Barcelona · ★4.22 · 1 bedroom · 2 beds · 1 bath,2320210,"Ale, Maria & Arthur",Horta-Guinardó,el Baix Guinardó,41.41011,2.16976,Entire home/apt,94,1,72,2023-12-09,0.79,46,111,25,HUTB-002560
